chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP013494	2R	-87.41246386	22.57366276	-13.22070768	59.78551273	2.382542175	14.34943611	-1.453304876	-2.348882515
AGAP013495	X	-147.9955264	-25.26855639	73.83128955	80.3094981	26.88602417	10.97381077	1.201036846	-6.096491812
AGAP013496	2Rb	57.53970985	-111.315794	-99.80740849	5.307399571	-23.07688268	-13.33426647	2.867105065	4.90922803
AGAP013498	2R	29.09847582	-36.00787827	-46.87978397	-6.747564623	-14.76249904	10.18483776	-0.542368607	0.603240625
AGAP013499	2R	-110.899173	3.444682168	28.75219094	85.29857211	19.98009937	16.02034621	-2.361894468	-3.531946125
AGAP013500	X	-46.1902428	-107.203349	-58.15593133	67.26016381	-7.310115889	20.53893572	-0.99425017	-4.63474427
AGAP013504	X	-68.75330865	38.52545009	-4.90508218	64.90474266	6.923255683	15.03729601	-2.330765312	-2.250832954
AGAP013505	2R	-74.46354748	8.724125281	41.82943326	45.99009274	14.29599253	2.020925437	4.242152895	0.412684221
AGAP013506	X	43.33373103	-43.98071432	10.90877287	-23.70265701	-5.11347592	-3.541244389	0.977392871	-1.285920357
AGAP013507	2R	23.42246076	69.31230722	12.47438198	-50.11189817	-10.33248299	-2.949140037	-1.168099016	0.509020623
AGAP013508	2R	101.2019024	57.5928421	28.52888973	-87.57253186	-24.3175114	-0.303794203	-4.726068787	1.727583745
AGAP013510	2R	-53.65825566	-30.98178347	39.61109887	6.412446693	8.452033055	-4.241904453	2.004742095	-0.641190546
AGAP013511	2R	-118.3261242	49.09385016	89.68477904	1.60675793	25.60453297	-12.4781522	4.017973963	-2.645355958
AGAP013512	X	-29.81244593	-104.6975456	-67.87398523	57.06173277	-9.623485346	17.47657492	-0.256464738	-4.100084698
AGAP013513	2Rb	32.81991119	-117.6787325	49.75008554	16.80765614	-1.135781153	-13.15394825	2.855968902	-0.105355617
AGAP013514	X	-138.6064463	-12.45887356	73.91046519	65.05763713	25.23159832	7.260956488	1.517224318	-4.999935525
AGAP013515	2R	13.48992495	-36.22004109	-40.69288852	9.698565874	-11.06683243	3.039765607	0.036706369	0.877910886
AGAP013517	2Rb	-41.46301537	108.0093064	72.25376105	-26.41979973	8.568905159	-18.14237433	2.617760094	-3.686742771
AGAP013519	2R	3.493418062	-39.39671402	-14.69637725	-3.039121391	-4.493159442	2.173574163	0.884330441	-0.854776654
AGAP013520	X	-60.1282679	-105.4284093	-47.25894586	74.57419363	-4.859079907	21.52888062	-1.466798266	-4.524617219
AGAP013521	X	-61.48318549	-74.94632541	-38.66057999	78.50184259	-2.921345551	23.14035793	-0.489407287	-4.082219032
AGAP013522	X	-10.97780712	-40.19488974	-22.20512627	7.404511259	-4.242163256	1.433913729	0.678536685	-0.057302593
AGAP013524	2R	8.332092383	106.6583548	49.41955844	-51.57020034	-11.19200193	-11.82448481	0.804121249	-3.580211833
AGAP013525	2Rb	65.19050277	-92.4930292	-87.25334755	-4.349573675	-17.99413778	-13.71335906	1.736160701	4.487914404
AGAP013526	X	-145.8976327	-15.09298038	75.43219669	72.08513073	25.88815498	8.719955757	1.40362623	-5.546567084
AGAP013527	2R	-82.33521453	50.12583684	28.23144766	65.85628275	12.35748569	10.67065763	-2.185886594	-1.871331333
AGAP013528	2R	85.92474447	74.39758349	52.00930462	-84.5606633	-23.83196895	-4.636422472	-5.650311318	1.754447906
AGAP013529	2R	-41.93221212	6.914320621	42.10439804	-14.71973378	-15.11872907	-8.280209117	2.968606279	-1.847597243
AGAP013532	2R	-68.82494402	-32.19237202	24.34783929	2.671377711	5.641140973	-1.252491005	2.206549819	-0.689747156
AGAP013533	2R	-30.91177305	-54.16207308	-33.99816372	8.12364603	-4.685968842	4.682491582	1.108107708	1.322284339
AGAP013535	2R	-27.28647347	-27.12587265	36.12623627	-16.63979358	16.16371078	11.1113362	2.463997135	-1.542067095
AGAP013538	2Rb	42.48494141	-123.4573063	50.00737888	-13.5156089	-17.61895355	-14.28802529	3.231098542	3.317920723
AGAP013540	2R	-16.08620503	18.31745361	-1.704252522	43.96943024	6.449119667	9.722633222	-1.624253467	-0.817880146
AGAP013542	2R	-43.91096125	2.776404692	38.75639681	-11.71476897	2.671807117	-4.531622164	1.133582648	-1.15299678
AGAP013546	2L	39.52634016	75.82211504	8.424087788	-59.39964366	-11.79134698	-2.861175491	-1.540319699	0.913751008
AGAP013552	3R	1.682951717	-4.632757604	-2.638006035	6.093448667	-0.037302721	2.555236133	0.063256076	-0.05670832
AGAP013554	2R	-47.70655488	-14.53950095	41.08499308	13.9401177	9.714164888	-2.129154596	1.270319073	-0.21585534
AGAP013556	X	7.922164077	-33.30796622	-17.23836998	9.290684771	-2.001507257	3.014527557	0.159160783	0.127079675
AGAP013557	2L	7.553197013	-5.411687112	-3.880448494	0.494909244	-0.265333091	1.284161245	0.105990728	0.029930668
AGAP013566	3L	22.8591057	-12.48498304	-20.4272986	0.973445911	-2.422872181	3.327360595	0.103174151	0.199767709
AGAP013567	2L	19.07966896	-6.698123683	-9.470658538	-11.15331839	0.767956945	1.962347662	0.053843085	0.127595034
AGAP013569	2R	8.458401543	-4.218786402	-4.6733818	1.446983584	-0.276678871	1.551830931	0.094859493	0.020665668
AGAP013573	X	13.54790455	4.322353228	-7.829725798	-3.476431852	-0.608997746	2.09756832	0.08756432	0.058875462
AGAP013582	2L	5.64353972	-18.30316722	-12.15664457	6.874560933	-1.980671787	2.22589733	0.162763169	0.060861168
AGAP013587	3R	2.259443642	7.853940712	0.908192772	15.95695288	1.254371239	4.00093857	-0.110721485	-0.026793863
AGAP013592	2L	16.01882598	-45.03940523	-32.44680568	7.503189254	-3.886895647	3.918027636	0.033401696	0.360189321
AGAP013598	3L	32.14889522	2.546040059	-20.1171229	-12.99700094	3.70091272	0.937630088	0.64078975	0.407325058
AGAP013600	3L	3.055882283	-10.87204309	-5.191355418	4.012262183	-0.856500049	1.410616161	0.104358701	0.030200781
AGAP013604	3L	7.982229456	-1.762755772	-0.692153427	2.79705966	-0.372645685	1.852587138	0.079949826	0.016795097
AGAP013607	3L	29.47452738	-4.911711132	9.509682443	-4.335387932	1.305099935	-0.773035723	0.282190616	0.016966401
AGAP013619	2L	10.4380782	-16.76692916	-12.54661594	2.696148117	-1.4816784	1.925671939	0.116559196	0.027869452
AGAP013625	X	-47.44891996	-5.958843504	36.96973212	-2.650224232	4.570409637	-3.255478547	0.594918153	-0.300199926
AGAP013632	2R	33.6122875	-19.93408848	-5.92998854	-10.97139342	-0.007523253	-0.006654324	0.126046934	0.051521558
AGAP013633	3L	-31.23225384	32.86970202	12.58089685	39.52756078	3.20533171	8.4482613	-0.61529318	-0.830985354
AGAP013647	2L	6.300715955	-17.32442973	-9.998383333	6.559865554	-1.32778433	1.646316203	0.129002975	0.039392616
AGAP013651	X	24.67357661	3.486564323	-20.21837726	-10.68285029	1.314642809	2.547808444	-0.017997833	0.326932258
AGAP013656	3L	-3.543826156	10.54857963	16.82165077	-9.585388199	-1.675260949	-2.201372894	-0.243067965	-0.697370049
AGAP013657	2R	6.132067895	2.023864527	-0.861632944	-4.423629902	-0.96618329	0.261608402	0.108619036	0.042800519
AGAP013659	2R	0.797745503	-38.95279336	-28.17616696	-3.280642279	-4.82460131	3.841970597	0.110502453	0.628222516
AGAP013662	2R	-5.935055198	-14.8992307	-8.981027383	14.38146616	-2.097742858	0.957436488	0.09310254	-0.01263791
AGAP013663	3L	10.80170957	-3.903488199	-6.795752953	0.521707329	-0.673681031	1.205862787	0.103515113	0.026305461
AGAP013665	X	6.96863462	3.962469544	0.763708722	4.404321889	-0.009009974	2.336205014	0.092346268	0.002143995
AGAP013666	3L	10.65408659	-31.69533615	-16.36412714	13.81708221	-4.884465942	0.526883505	-0.016601669	-0.158953232
AGAP013669	X	14.27478535	-18.6959134	-13.25462248	0.45151077	-1.049794987	2.073016182	0.100636679	0.072073925
AGAP013675	2L	12.82882774	-32.79024359	-40.81131992	4.759893288	-3.512144489	3.468116229	0.299927095	0.533265214
AGAP013676	3L	7.497763429	-3.882881532	-3.279928821	0.205928679	0.027891504	1.597291386	0.072292483	0.015259616
AGAP013678	2L	111.6789053	6.682046968	-66.01900502	-44.21408903	-4.772859287	-28.07235872	-0.139988398	4.41274493
AGAP013680	X	33.87611962	-18.84949661	-6.375115832	-11.5933412	-1.014686961	-0.496613466	0.126108147	0.147890153
AGAP013686	3L	-17.15487332	10.63140346	-4.43112315	22.53428595	1.944153313	7.819663622	-0.542293906	-0.2654994
AGAP013690	X	15.55265058	-55.07475187	-35.30099983	0.305376512	-3.604028771	4.05083476	0.145719524	0.336854118
AGAP013691	3R	5.38709674	-11.91771571	-7.990642843	2.743099902	-0.267891246	0.724029284	0.119704651	0.042892104
AGAP013696	2R	12.5413354	-5.785178318	-7.848147887	-0.106211396	-0.891517232	1.624002452	0.094851454	0.061363014
AGAP013701	2R	28.1609384	-11.70718836	6.256435442	-8.920165575	0.996810386	0.255732729	0.356087493	0.387362724
AGAP013702	3L	-5.435869557	-12.02079991	-10.48235403	13.26622925	-2.730647957	5.674138631	-0.096120509	0.261867347
AGAP013704	2R	55.21128977	5.731020737	-8.746366058	-30.07209192	4.036208134	-7.16228284	-0.164334073	0.625810933
AGAP013705	3L	-7.039352297	-8.184162029	-7.063180381	14.80404762	-0.898943838	-0.112964921	0.130418151	0.06996416
AGAP013708	3L	7.250110468	-13.59389013	-6.553208735	4.811317231	-0.7948076	1.810509588	0.11154912	0.024582157
AGAP013711	3R	-91.29100515	-18.35019322	67.56179352	22.50105106	18.83632734	-1.662693466	4.388907305	-0.877014074
AGAP013712	3R	-15.94837943	35.04328669	-13.3556201	47.5934301	2.299726434	11.08943453	-1.347372069	-0.411865843
AGAP013713	3R	-27.67668457	62.20133724	39.71066468	29.26222593	14.62484015	-4.25496931	3.45841137	1.256611124
AGAP013714	3R	-6.67519573	-4.425149393	-5.921218956	14.73572694	-0.88957422	4.478917238	-0.463611013	0.245310503
AGAP013715	3R	-13.7085537	30.56692793	-67.31774494	15.44010385	0.740923189	9.194739493	-1.863567962	-0.275681968
AGAP013716	3R	-21.72759057	56.06321399	-44.76110797	-15.16781105	6.630014609	6.28657459	-1.262917063	1.532470981
AGAP013720	3R	11.0349029	36.0904903	-19.71359168	35.27044308	-0.729535732	11.44347677	-2.031292817	-0.610234651
AGAP013721	3R	41.97163158	-2.951857973	-28.83704899	-12.16118954	3.077219985	5.26283416	-0.663734229	1.654414959
AGAP013724	3R	-22.52326292	55.78942807	-44.28773944	-14.5998302	7.109948081	5.888297753	-1.120695019	1.582943887
AGAP013725	3R	-31.22360629	58.03145315	22.17002722	25.23904308	7.496639616	3.90170149	2.925230588	2.263315486
AGAP013726	3R	27.90315231	-39.86472976	-12.81721109	15.87222512	-6.980778736	1.319902756	0.798696235	-1.206083071
AGAP013727	3R	-89.50654195	-5.375018876	67.84995976	15.26111462	20.57932204	-2.325611337	4.810202838	1.832988346
AGAP013728	3R	48.69519794	-20.02710339	28.25603999	-65.90828475	-16.72349612	-1.145326367	1.226563102	0.394285694
AGAP013729	3R	-57.49675379	-16.73721607	42.0909616	16.93386751	9.390404663	-2.264459546	1.623297692	-0.433000859
AGAP013730	3R	-78.94854924	1.44353956	60.47087839	11.48889613	3.675590679	-5.068867251	1.908895101	-1.107068057
AGAP013732	3R	-41.81309062	35.45798123	14.61612417	44.67277868	11.31003038	0.518066376	1.604394478	-0.291339623
AGAP013733	3R	59.24631527	-11.04773949	-8.621546577	8.256876294	-2.815419273	-1.497348897	-0.410461164	0.125067072
AGAP013734	3R	-14.21869739	22.29389822	-7.437360281	39.03145808	3.021181959	11.03803088	-0.825156216	-0.637684095
AGAP013736	3R	-90.32406805	0.762581464	69.07718494	9.557414696	20.11745811	-4.238522482	-3.773223055	-3.941693897
AGAP013737	3R	3.755482079	-85.92575288	-57.64345805	15.81620526	12.25249382	-8.168974768	-0.109337971	2.694712386
AGAP013738	3R	-54.1945183	-62.94538199	-26.40422714	97.99432091	6.452286869	25.51705014	1.383566917	2.862720862
AGAP013740	3R	-93.44989251	2.902635791	63.70133523	8.565378641	18.79458985	-3.592063094	4.312398117	0.325403634
AGAP013741	3R	5.096207093	-22.31356888	-15.59641555	8.431027453	-2.074929524	3.852900062	0.300528512	0.881343477
AGAP013742	3R	43.298207	-36.94147667	28.98939708	-10.50789538	3.666951789	-5.192742569	1.172205309	-0.243533874
AGAP013745	3R	-89.93100589	-2.623545329	68.0452552	12.7320998	20.04047062	-3.275852705	-3.733652672	-4.220956425
AGAP013747	3R	-15.28322175	-38.64419581	8.879589809	10.61117636	-8.471172502	2.790698668	0.776928437	-0.928903108
AGAP013750	3R	-81.74801089	8.524385125	11.45440001	75.90239386	12.36481112	15.41191402	-2.79519671	-2.349719525
AGAP013752	3R	0.011390926	102.1230774	51.53725178	-44.69381987	-11.94490223	-10.58873657	0.758549173	-3.453277215
AGAP013753	3R	-46.24094594	-72.0316714	-39.42769709	39.86972548	-3.197707419	13.41335604	-4.002116796	-2.537304063
AGAP013754	3R	17.83423182	8.355319536	18.72280178	-9.519457922	-2.629035956	-2.20922588	1.139102956	0.377904412
AGAP013756	3R	-8.177292761	-22.49606339	-16.53433934	16.4623083	-3.769206529	0.419899145	0.954066294	-0.335846693
AGAP013758	3R	-80.54623759	7.550374119	11.1668166	77.04522383	12.23582218	15.82924184	-2.881783876	-2.605304071
AGAP013759	3R	-54.51419725	36.95471259	9.205714503	72.10937655	8.806840858	12.77185396	-2.593081955	-2.352923667
AGAP013760	3R	-32.21860007	-17.65765322	23.85343155	29.97542667	9.059410824	3.290548937	3.282342196	1.713084243
AGAP013761	3R	-28.62900441	-11.81735595	15.61151613	20.21909244	7.352410261	3.554207641	0.817815645	0.90861027
AGAP013763	3R	-75.05264568	1.181663811	36.77196907	-1.015667131	4.403103805	-4.169480045	2.380255273	-0.933137216
AGAP013764	3R	-103.7261125	-40.24333879	76.82383531	30.06886966	21.03926291	-0.477775212	5.117236831	-0.538138726
AGAP013765	3R	-42.45828747	73.02063284	71.34812917	1.091413866	16.33922909	-6.807979449	4.118437375	1.243878863
AGAP013766	3R	13.65467835	-33.16208709	-41.50686793	5.152765156	-6.910960169	2.690858911	0.596373664	1.238394292
AGAP013768	3R	40.64949039	56.33368023	16.27607378	-38.00958074	-9.65014654	-2.604960027	-1.01934934	0.33311566
AGAP013769	3R	-91.66873201	-17.88912588	67.8166381	22.39077792	18.73747384	-1.606907682	4.258254484	-0.922326105
AGAP013770	3R	-43.35441543	105.5418815	73.30835422	-24.15974657	9.110357744	-17.75644029	2.651511371	-3.539325872
AGAP013771	3R	-83.68459766	-46.21278019	24.45135053	52.93824935	3.45033485	-2.560127897	1.492640618	-1.141587052
AGAP013772	3R	-81.08170918	-11.47698055	49.04179743	37.74410948	19.04560888	2.715151153	3.892799425	-1.159963739
AGAP013773	3R	-7.604933342	-29.86955278	-61.65386274	8.381651216	-1.193262577	8.063357043	-1.211311828	-0.189697287
AGAP013774	3R	-36.26257516	-40.90826388	13.28118174	33.61918761	8.843082037	4.756655698	1.208931466	-0.828316801
AGAP013775	3R	26.08671518	-30.30738031	6.934122911	1.443273706	1.115998533	-1.113703786	0.299660529	-0.151242992
AGAP027980	3R	-88.12300305	-32.38196657	62.30084551	29.46865883	17.90244145	-0.659393902	4.598265158	-0.327278008
AGAP027982	3L	39.70684963	-49.94947168	26.85119079	-56.5052025	-13.50999419	3.583975429	-4.114998692	-1.731690061
AGAP027983	3R	-11.64915653	16.73876538	-14.90624805	44.04875547	1.185125907	10.77291647	-0.785207168	-0.257888739
AGAP027984	3R	-116.6198463	69.99520155	2.362662394	102.3601261	14.4328001	18.20971191	4.924541382	2.15965497
AGAP027987	3R	-60.57939917	62.03312872	19.57438569	59.00954387	8.386424247	18.93436938	-2.29458643	-0.945201896
AGAP027988	3R	-86.99484261	-7.884923162	68.31664004	18.98634004	19.51252188	-2.056415909	-3.601990592	-4.266707617
AGAP027990	3R	56.28262482	70.63023007	19.0517691	-64.00133237	-17.57110071	-9.625350516	4.563506436	3.841014358
AGAP027994	3L	62.14427427	18.14035781	-17.0646495	-36.54917309	4.283222407	-10.29976008	-1.550359252	2.32122941
AGAP027995	3L	94.73528774	97.65289425	65.61310297	-61.95892306	3.098196171	-13.09250103	-4.858410359	-2.732633577
AGAP027996	3R	-74.99245281	15.71594871	-31.0839042	52.2879391	9.252311797	8.560093396	-1.731411505	1.399181977
AGAP027998	3L	-79.54719259	-117.0593678	-2.80917436	93.93787904	11.47038665	24.79512424	4.254936276	2.897790066
AGAP027999	3L	-16.7800698	69.99132826	45.47832793	-22.31429434	-3.755699703	-7.638965626	0.430066006	-1.540823945
AGAP028000	3R	-88.17590146	-57.18393159	3.28011263	84.18343878	10.84291008	10.68440171	-1.581351952	-2.672481275
AGAP028002	3R	64.38721003	-66.54072884	31.94133229	-8.231940016	5.175938642	-1.703051542	2.488333888	0.683871577
AGAP028003	3L	97.21521135	104.8110907	66.60402497	-66.8898852	3.08171348	-14.21083767	-5.231630823	-2.929590992
AGAP028004	3R	-79.88262925	-50.96867995	6.301691111	92.92776094	14.3214843	5.031482148	4.307636445	-0.215629168
AGAP028005	3L	27.48974335	-86.1123163	-54.80893223	40.50451616	-15.10607067	13.65138027	2.003284132	3.242195421
AGAP028006	3R	-82.79407102	-75.86315274	-80.87605378	55.48659188	11.3235609	8.918844726	-2.427519158	1.205662748
AGAP028009	3L	96.91292987	104.6010855	66.36536477	-66.78030025	3.086186797	-14.13965791	-5.199944136	-2.913396356
AGAP028011	3R	-61.32512287	57.68940449	24.01636552	56.6712393	10.04820562	7.688750896	4.526900555	1.837723184
AGAP028012	3L	-101.3031512	-49.52462795	-19.36155705	57.98331157	3.196347805	18.419449	-3.174942768	-1.706433122
AGAP028014	3R	23.54142406	49.37814478	-71.45201921	6.832819881	2.594712591	28.364929	2.195577904	2.520684187
AGAP028015	3R	-41.8917112	-11.76375927	25.04245286	-6.454773118	10.30975847	-0.975358429	1.282541722	-0.325856071
AGAP028019	3R	-16.70345012	-83.5861136	-65.58968712	29.6762991	-3.846614999	12.23320145	-0.165001201	2.840567609
AGAP028020	3R	56.22668405	73.33399175	18.82981502	-62.02191119	-17.5117379	-9.782260865	4.722529965	3.894948999
AGAP028021	3L	10.7894305	-85.29330894	-42.0143959	7.136453033	-11.6035231	6.686291979	0.141778407	-2.204423047
AGAP028022	3R	56.30345911	21.68246541	-28.76340374	-28.45941247	10.19372403	-8.533457237	-1.230874255	2.478694286
AGAP028023	3R	-6.0468755	-23.95187326	-15.43850797	20.02553854	-6.801157494	3.693116033	-0.249661933	-0.214408135
AGAP028024	3R	9.845198394	25.39825993	-18.74557503	30.71386615	-1.739054515	9.154872618	1.094216529	2.939617616
AGAP028025	3R	-74.03109085	-38.68620001	7.953388083	88.62989533	17.05980998	2.467605035	4.597320175	1.484044246
AGAP028026	3R	-19.98000019	65.37156345	14.05527065	37.28648701	11.31973772	5.89391088	-0.492760775	-1.166482423
AGAP028027	3R	0.171861743	-57.35494612	-47.41985168	6.571550965	-6.142655774	10.3110578	1.297455499	2.59156306
AGAP028028	3R	-51.7816499	108.8196579	75.87148843	-15.29512264	11.41432254	-18.74586122	2.76217543	-3.301684261
AGAP028029	3R	32.40662445	11.86157826	-18.41760309	-18.40545161	4.721234042	1.099133242	1.226380274	1.937372882
AGAP028030	3L	-49.28713729	-22.38901656	47.05075095	10.17022024	9.470291001	-2.895697591	2.554579751	-0.145467184
AGAP028031	3R	-43.82053485	10.94612545	54.43560152	-5.467880169	7.767375507	-4.525920118	2.456497538	-1.035073584
AGAP028033	3R	49.71092654	37.93111631	-22.40532178	-36.58462315	10.04110869	-10.62721138	-0.781262435	2.013999343
AGAP028035	3R	0.498725505	-5.376570082	9.67701363	5.292048113	1.680399094	-0.241610227	0.299863904	-0.037635327
AGAP028037	3L	92.48147609	98.69903316	63.39057979	-61.84852038	2.972968291	-12.57836273	-4.420847402	-2.478658963
AGAP028038	3L	-24.35005826	27.64939622	4.982779099	36.7679988	2.833257509	7.353768865	-0.473673486	-0.432950167
AGAP028039	3R	-15.17671433	-17.73015854	19.87843012	-15.8790716	0.276645262	-2.99333022	0.834299988	-0.240288552
AGAP028040	3L	-70.47828642	24.92707961	-13.21283865	62.13110764	3.732073259	16.26080449	-2.127700432	-1.783779019
AGAP028041	3L	-11.49326339	-80.51716651	-61.25882448	33.32193061	-7.029885623	10.96769294	0.764606828	2.763058032
AGAP028042	3R	-49.14804505	-11.94158832	40.85899858	8.43561047	8.809842647	-2.9660158	2.288167055	-0.144467716
AGAP028045	3R	-6.088346397	16.52631701	-4.553545585	35.46538078	1.399429072	8.307204446	-1.107583503	-0.571681175
AGAP028046	3R	49.32701561	26.67169015	-27.75911021	-31.84358971	6.483932118	3.994914602	-1.037983059	2.174374251
AGAP028048	3R	-8.074368943	16.493204	-3.646521066	33.9823299	2.134225861	10.48016534	-0.721603619	-0.795620955
AGAP028049	3R	72.15410198	42.1406726	-35.16541479	-41.68659088	13.71357747	-12.07951451	-1.439309506	3.419773444
AGAP028050	3R	-57.74884347	66.16192805	32.08529622	47.6049055	12.03408149	5.498122452	4.176665119	0.899799144
AGAP028051	3L	-17.61408675	-7.073712212	15.23933148	-7.811487984	3.445630949	-1.230274706	1.192527033	0.113749736
AGAP028052	3R	70.70651851	29.50048472	-38.10556451	-33.29972281	9.835424655	-10.06324816	-1.017622076	2.449115958
